nombre,Ciudad,Departamento,Pais,Descripcion,latitud,longitud
Paliqueso Empanada Chilena,Rionegro,Antioquia,Colombia," Restaurante, Comida rápida",6.153186,-75.37335
Pepitos6,Rionegro,Antioquia,Colombia, Restaurante,6.1490188,-75.3789523
Carbon & Parrilla Restaurante - Bar,Rionegro,Antioquia,Colombia," Pub y bar, Barbacoa, Restaurante, Parrilla",6.165027,-75.3738234
Piña Karaoke,Rionegro,Antioquia,Colombia," Barbacoa, Restaurante, Pub y bar",6.1550313,-75.3739327
Supermercado Las Margaritas,Rionegro,Antioquia,Colombia, Restaurante,6.127999,-75.381908
Santa Ana Sandwich & Burguer,Rionegro,Antioquia,Colombia," Restaurante, Comida rápida",6.1311529,-75.3813961
Mr. Bruno,Rionegro,Antioquia,Colombia," Restaurante, Comida rápida",6.1382876,-75.3849659
Kekomo,Rionegro,Antioquia,Colombia," Restaurante, Comida rápida",6.1490188,-75.3789523
Sector7G Drinks & Food,Rionegro,Antioquia,Colombia," Barbacoa, Restaurante, Pub y bar",6.1535133,-75.3727321
Mar y Tierra,Rionegro,Antioquia,Colombia," Marisco, Restaurante",6.1552591,-75.3723512
PUNTO CALIENTE sazón y sabor,Rionegro,Antioquia,Colombia, Restaurante,6.1490188,-75.3789523
Mis carnes parrilla,Rionegro,Antioquia,Colombia," Restaurante, Parrilla",6.1797713,-75.4347313
Mar y Tierra,Rionegro,Antioquia,Colombia," Marisco, Restaurante",6.1552591,-75.3723512
STUNT FOOD,Rionegro,Antioquia,Colombia," Restaurante, Comida rápida",6.1480008,-75.3861219
"Pasteles De Pollo, Empanadas Deliciosos.",Rionegro,Antioquia,Colombia, Restaurante,6.1859615,-75.377324
restaurante Emparepas,Rionegro,Antioquia,Colombia, Restaurante,6.1482916,-75.3864015
The Rib House By Rio Vio,Rionegro,Antioquia,Colombia," Restaurante, Barbacoa, Pub y bar",6.1490188,-75.3789523
Barlovento PIZZA BAR,Rionegro,Antioquia,Colombia," Pub y bar, Pizzería, Restaurante",6.1568665,-75.3748042
Soccer Center,Rionegro,Antioquia,Colombia," Restaurante, Pub y bar",6.173581,-75.433007
The RIB House,Rionegro,Antioquia,Colombia," Barbacoa, Restaurante",6.1368,-75.390995
Martinika,Rionegro,Antioquia,Colombia," Restaurante, Pub y bar",6.1313072,-75.3813923
Bar Tequilazo,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.149145,-75.386913
Restaurante Rincón Típico,Rionegro,Antioquia,Colombia, Restaurante,6.157347,-75.369801
Taberna La Mulada,Rionegro,Antioquia,Colombia, Restaurante,6.152827,-75.363454
Restaurante Las Acacias,Rionegro,Antioquia,Colombia, Restaurante,6.153893,-75.37529
Restaurante La Terminal,Rionegro,Antioquia,Colombia," Marisco, Restaurante",6.151178,-75.373152
Restaurante El Diamante,Rionegro,Antioquia,Colombia, Restaurante,6.158449,-75.370752
Granero Tres Esquinas El Pelón,Rionegro,Antioquia,Colombia, Restaurante,6.1521039,-75.377857
Maqui,Rionegro,Antioquia,Colombia, Restaurante,6.1533534,-75.3705605
Brasas y brosty,Rionegro,Antioquia,Colombia, Restaurante,6.1540201,-75.3744349
Restaurante El Único,Rionegro,Antioquia,Colombia, Restaurante,6.1589488,-75.3697568
La Maizalera,Rionegro,Antioquia,Colombia, Restaurante,6.1489249,-75.3865507
Dulce parrilla,Rionegro,Antioquia,Colombia," Restaurante, Parrilla",6.1478139,-75.3827952
Antojería Burger and Beer,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.1253799,-75.4233624
Deli Alitas Express Rionegro,Rionegro,Antioquia,Colombia, Restaurante,6.1490472,-75.3880401
Herrero restaurante,Rionegro,Antioquia,Colombia, Restaurante,6.1268666,-75.4216875
4&CO by Los Valles Deshidratados,Rionegro,Antioquia,Colombia, Restaurante,6.1309692,-75.3988178
Sabrosuras del Mar,Rionegro,Antioquia,Colombia, Restaurante,6.1538514,-75.3739511
World Famous BBQ Smoken Ribs,Rionegro,Antioquia,Colombia," Barbacoa, Restaurante",6.1368,-75.390995
Huellas paisas,Rionegro,Antioquia,Colombia, Restaurante,6.150497,-75.3921048
Templo de los Ricos Pasteles,Rionegro,Antioquia,Colombia, Restaurante,6.1491871,-75.3860593
Restaurante Ahora Pollo,Rionegro,Antioquia,Colombia," Restaurante, Comida rápida",6.155214,-75.37212
Restaurante Ricuras de La 47,Rionegro,Antioquia,Colombia, Restaurante,6.152101,-75.374099
Charcutería La Esquina,Rionegro,Antioquia,Colombia, Restaurante,6.1258551,-75.4197787
Restaurante Maná,Rionegro,Antioquia,Colombia, Restaurante,6.154775,-75.370644
Restaurante Don Tomás,Rionegro,Antioquia,Colombia, Restaurante,6.157018,-75.370139
Bar Córdoba,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.1544169,-75.374216
Comidas Club Social Torremolino,Rionegro,Antioquia,Colombia," Club, Restaurante",6.154796,-75.374046
Bar Bilbao,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.1484759,-75.386346
Bar V 5to,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.129133,-75.380055
Bar Drinks And More,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.129275,-75.380038
Bar Club Social Géminis,Rionegro,Antioquia,Colombia," Pub y bar, Club, Restaurante",6.1478,-75.3866479
Granero El Planito,Rionegro,Antioquia,Colombia, Restaurante,6.150022,-75.395779
Licorería La Favorita,Rionegro,Antioquia,Colombia, Restaurante,6.156035,-75.371253
Carnicería Gusto Carnes,Rionegro,Antioquia,Colombia, Restaurante,6.1278309,-75.382296
Compras El Revolcón Distri,Rionegro,Antioquia,Colombia, Restaurante,6.155964,-75.370624
Bar Equinoccio,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.155109,-75.373961
Bar Centro Social La Caponera,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.153532,-75.375338
Donde Julio,Rionegro,Antioquia,Colombia, Restaurante,6.1550494,-75.3732139
ORIGAMI SUSHI,Rionegro,Antioquia,Colombia," Sushi, Restaurante",6.1644376,-75.3688291
So Happy Más,Rionegro,Antioquia,Colombia, Restaurante,6.1471325,-75.3779047
Ramirez Arana Catering,Rionegro,Antioquia,Colombia, Restaurante,6.1755858,-75.4281127
Backenballs,Rionegro,Antioquia,Colombia, Restaurante,6.1530607,-75.373882
Sabor latino,Rionegro,Antioquia,Colombia, Restaurante,6.1500759,-75.3855623
La Wafflera San Antonio,Rionegro,Antioquia,Colombia, Restaurante,6.1300956,-75.3805821
Wild Wings & Co,Rionegro,Antioquia,Colombia, Restaurante,6.1311812,-75.3989734
Kokoriko C.C. San Nicolás,Rionegro,Antioquia,Colombia, Restaurante,6.147104,-75.3783109
Time Out Sports Bar,Rionegro,Antioquia,Colombia, Pub y bar,6.172836,-75.5869637
"Pike Pizzeria, Cocina Italiana.",Rionegro,Antioquia,Colombia," Pizzería, Restaurante, Italiana",6.1274188,-75.3825872
Restaurante El Potrero,Rionegro,Antioquia,Colombia," Barbacoa, Restaurante",6.1295742,-75.3807261
Frutinal S.A.S,Rionegro,Antioquia,Colombia, Restaurante,6.1881571,-75.5798404
Bistro Paisa,Rionegro,Antioquia,Colombia," Restaurante, Comida rápida",6.1539794,-75.3726221
Counter Culture,Rionegro,Antioquia,Colombia, Restaurante,6.1320559,-75.3996474
Anditos BBQ (Authentic Southern BBQ),Rionegro,Antioquia,Colombia," Barbacoa, Restaurante",6.1383369,-75.3850821
The Burger Company,Rionegro,Antioquia,Colombia," Restaurante, Comida rápida",6.1480008,-75.3861219
Media Luna San Antonio,Rionegro,Antioquia,Colombia, Restaurante,6.13,-75.3802778
Gastro Art,Rionegro,Antioquia,Colombia, Restaurante,6.1470023,-75.3795467
Sea Paradise,Rionegro,Antioquia,Colombia, Restaurante,6.1597038,-75.4121625
El Chef Polo,Rionegro,Antioquia,Colombia, Restaurante,6.1552911,-75.3720293
D´elihelatto,Rionegro,Antioquia,Colombia, Restaurante,6.1486859,-75.3684923
Restaurante Costeño Rionegro,Rionegro,Antioquia,Colombia, Restaurante,6.1408358,-75.3787806
Dulce Mañana De Oriente,Rionegro,Antioquia,Colombia," Comida rápida, Restaurante",6.1301262,-75.3805849
Juanchos Restaurante,Rionegro,Antioquia,Colombia, Restaurante,6.1519061,-75.3772899
Sabores gourmet fast food,Rionegro,Antioquia,Colombia," Restaurante, Comida rápida",6.1553358,-75.3719026
Comidas Rapidas Y Asados Lenox,Rionegro,Antioquia,Colombia, Restaurante,6.1284933,-75.381357
“Paninos” Sandwich & Cafe,Rionegro,Antioquia,Colombia," Restaurante, Café",6.1246644,-75.4231096
Sabor paisa panadería y restaurante.,Rionegro,Antioquia,Colombia, Restaurante,6.1605595,-75.3689473
J&C Delicias Express,Rionegro,Antioquia,Colombia, Restaurante,6.144837,-75.375085
RESTAURANTE DELICIAS DE DOÑA OTTI,Rionegro,Antioquia,Colombia, Restaurante,6.1306057,-75.3832505
Catando cafe,Rionegro,Antioquia,Colombia," Restaurante, Café",6.1490625,-75.368987
BURGUÉS GOURMET,Rionegro,Antioquia,Colombia, Restaurante,6.144837,-75.375085
Delimaná,Rionegro,Antioquia,Colombia, Restaurante,6.1530607,-75.373882
Fusioncaferestaurante,Rionegro,Antioquia,Colombia, Restaurante,6.1483098,-75.3868473
Special Cakes Llanogrande,Rionegro,Antioquia,Colombia," Postres, Restaurante",6.1243931,-75.4204827
Kaboom Fast Food,Rionegro,Antioquia,Colombia," Comida rápida, Restaurante",6.1480008,-75.3861219
Queen's Food,Rionegro,Antioquia,Colombia, Restaurante,6.1367032,-75.3915901
Queen’sfood,Rionegro,Antioquia,Colombia, Restaurante,6.1572038,-75.371272
Las Fritas San Antonio,Rionegro,Antioquia,Colombia, Restaurante,6.1295157,-75.3805986
Cipriani no oficial,Rionegro,Antioquia,Colombia, Restaurante,6.138372,-75.3851725
Paladar de Reyes,Rionegro,Antioquia,Colombia, Restaurante,6.154416,-75.372945
Tamales Jose,Rionegro,Antioquia,Colombia, Restaurante,6.1274926,-75.3825332
Donde Quieras,Rionegro,Antioquia,Colombia," Restaurante, Cafetería",6.1535504,-75.373938
Bulevar Cafe,Rionegro,Antioquia,Colombia," Restaurante, Café",6.1524633,-75.3748389
Tres burguer n' ribs,Rionegro,Antioquia,Colombia, Restaurante,6.1287496,-75.3812343
Entrecorte restaurante parrilla express,Rionegro,Antioquia,Colombia," Parrilla, Barbacoa, Pub y bar, Restaurante",6.1530849,-75.4087579
DONER MIX,Rionegro,Antioquia,Colombia, Restaurante,6.148675,-75.38634
Licorera Tabaco Y Caney,Rionegro,Antioquia,Colombia, Restaurante,6.154495,-75.372482
Bar Santelmo,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.1301923,-75.3797836
Bar Voces de Antaño,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.155057,-75.373986
Almacén Multicompras,Rionegro,Antioquia,Colombia, Restaurante,6.1532539,-75.372698
Bar La Campiña,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.15458,-75.374965
Licorería Licolarte,Rionegro,Antioquia,Colombia, Restaurante,6.129348,-75.380027
Cigarrería Don Pepe,Rionegro,Antioquia,Colombia, Restaurante,6.152682,-75.373526
Supercarnes,Rionegro,Antioquia,Colombia, Restaurante,6.153371,-75.371768
Discoteca Bar Juanes,Rionegro,Antioquia,Colombia," Pub y bar, Club, Restaurante",6.154699,-75.374084
Tienda La Flor del Alba,Rionegro,Antioquia,Colombia, Restaurante,6.1519579,-75.376173
Restaurante Industriales,Rionegro,Antioquia,Colombia, Restaurante,6.157324,-75.368726
Rancho Bar Los Estribos,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.1296989,-75.380726
Lácteos Y Cárnicos Mar Azul,Rionegro,Antioquia,Colombia, Restaurante,6.12913,-75.380135
Restaurante La Salud,Rionegro,Antioquia,Colombia, Restaurante,6.15826,-75.371027
Taberna Cheroky Kyn,Rionegro,Antioquia,Colombia, Restaurante,6.148377,-75.386767
Compras Autoservicio,Rionegro,Antioquia,Colombia, Restaurante,6.156773,-75.371517
Portillo Restaurant,Rionegro,Antioquia,Colombia, Restaurante,6.1367032,-75.3915901
Parrilla y sabor,Rionegro,Antioquia,Colombia," Parrilla, Restaurante",6.1487882,-75.3958396
Canela Flowers Coffee,Rionegro,Antioquia,Colombia," Coffee houses, Restaurante",6.1275716,-75.380758
Don Antonio Café,Rionegro,Antioquia,Colombia," Coffee houses, Restaurante, Café",6.1308264,-75.3804068
El Punto Saludable Ríonegro,Rionegro,Antioquia,Colombia, Restaurante,6.1531719,-75.4058969
Panaderia Gualanday,Rionegro,Antioquia,Colombia, Restaurante,6.1383423,-75.3847021
Crispan Rionegro,Rionegro,Antioquia,Colombia," Postres, Restaurante",6.1540491,-75.3744359
El encanto sabor y frescura natural,Rionegro,Antioquia,Colombia, Restaurante,6.153226,-75.372862
Restaurantes en Rionegro y Llanogrande,Rionegro,Antioquia,Colombia," Barbacoa, Pub y bar, Restaurante",6.1244352,-75.423408
La Casa del Pan De Queso,Rionegro,Antioquia,Colombia, Restaurante,6.154308,-75.370707
Fonda El Portal,Rionegro,Antioquia,Colombia, Restaurante,6.128808,-75.381179
Food Magic JC,Rionegro,Antioquia,Colombia," Comida rápida, Restaurante",6.1483198,-75.3863932
sabor PIZZA,Rionegro,Antioquia,Colombia," Pizzería, Restaurante",6.1557284,-75.3759408
Lazzaruspizzas,Rionegro,Antioquia,Colombia," Pizzería, Restaurante",6.157113,-75.3728598
Pizzas happy,Rionegro,Antioquia,Colombia," Pizzería, Restaurante",6.1580595,-75.372626
Sushi Market,Rionegro,Antioquia,Colombia," Sushi, Restaurante",6.1228565,-75.4253754
El Sabor que te Encanta,Rionegro,Antioquia,Colombia," Comida rápida, Restaurante",6.1491016,-75.3681198
Papa John's Pizza,Rionegro,Antioquia,Colombia," Pizzería, Comida rápida, Restaurante",6.116611,-75.4234616
Domino's Pizza,Rionegro,Antioquia,Colombia," Pizzería, Comida rápida, Restaurante",6.1507711,-75.3908781
Presto Rgn Aerp Jose M,Rionegro,Antioquia,Colombia," Comida rápida, Restaurante",6.1707937,-75.4275863
Caliche Ceviche,Rionegro,Antioquia,Colombia," Comida rápida, Restaurante",6.2302126,-75.5701528
M&R Ricuras Venezolanas,Rionegro,Antioquia,Colombia," Restaurante, Comida rápida",6.1286816,-75.379718
Majoma Express Parrilla,Rionegro,Antioquia,Colombia," Barbacoa, Pub y bar, Parrilla, Restaurante",6.1490188,-75.3789523
Comidas Rápidas Caña Dulce,Rionegro,Antioquia,Colombia," Comida rápida, Restaurante",6.154164,-75.3731619
Comidas Rápidas Delicia Oriental,Rionegro,Antioquia,Colombia," Comida rápida, Restaurante",6.157077,-75.370849
Comidas Rápidas Punto de Encuentro,Rionegro,Antioquia,Colombia," Restaurante, Comida rápida",6.129296,-75.380129
Pollo Frito Pinky,Rionegro,Antioquia,Colombia," Restaurante, Comida rápida",6.152287,-75.373805
Gratinados y Lasagnas de La Casa,Rionegro,Antioquia,Colombia," Pizzería, Restaurante, Comida rápida",6.141178,-75.377309
Restaurante Mr Pollo Y Chocolera,Rionegro,Antioquia,Colombia," Restaurante, Comida rápida",6.1539532,-75.3727453
O'NDE PIPE,Rionegro,Antioquia,Colombia," Restaurante, Comida rápida",6.1561688,-75.3711322
Oasis Pizza,Rionegro,Antioquia,Colombia," Pizzería, Restaurante",6.151308,-75.3735314
El Cubano Sandwichs,Rionegro,Antioquia,Colombia," Restaurante, Comida rápida",6.147104,-75.3783109
Subway Colombia,Rionegro,Antioquia,Colombia," Restaurante, Comida rápida",6.1534026,-75.3747401
Frutos del Mar al Paladar,Rionegro,Antioquia,Colombia," Marisco, Restaurante",6.1276396,-75.3820229
FOGATA Burger & Ribs,Rionegro,Antioquia,Colombia, Restaurante,6.1268705,-75.4218279
VIPColombiaPoker,Rionegro,Antioquia,Colombia, Restaurante,6.1387863,-75.3792264
Cafeteria Y Restaurante El Divino Niño,Rionegro,Antioquia,Colombia," Cafetería, Restaurante",6.1552301,-75.3702534
Peccati,Rionegro,Antioquia,Colombia, Restaurante,6.1522694,-75.3710633
Pollos Kokoliso,Rionegro,Antioquia,Colombia, Restaurante,6.1487799,-75.3684459
La Ruta luch and fast food,Rionegro,Antioquia,Colombia," Restaurante, Comida rápida",6.1421795,-75.3730831
La estación,Rionegro,Antioquia,Colombia, Restaurante,6.1490362,-75.3908511
La Cuarta Estación,Rionegro,Antioquia,Colombia, Restaurante,6.1305724,-75.3788685
Bamboo restaurante comida mexicana,Rionegro,Antioquia,Colombia," Mexicana, Restaurante",6.1280156,-75.3815089
The hot dog station,Rionegro,Antioquia,Colombia, Restaurante,6.1608112,-75.3741167
Santorini Pizzería Bar Llanogrande,Rionegro,Antioquia,Colombia," Pub y bar, Pizzería, Restaurante",6.1538133,-75.4359649
Finca La Maria,Rionegro,Antioquia,Colombia, Restaurante,6.1490188,-75.3789523
Entre parceros y panas,Rionegro,Antioquia,Colombia, Restaurante,6.1573016,-75.3750983
Restaurante Rosita,Rionegro,Antioquia,Colombia, Restaurante,6.1532875,-75.3724701
Mar y y tierra asados,Rionegro,Antioquia,Colombia, Restaurante,6.1552591,-75.3723512
COMIDAS RÁPIDAS Y HELADOS TRES CANTOS,Rionegro,Antioquia,Colombia, Restaurante,6.1549321,-75.3829523
La Maizalera,Rionegro,Antioquia,Colombia, Restaurante,6.1489249,-75.3865507
Nebula burger,Rionegro,Antioquia,Colombia, Restaurante,6.1209831,-75.3780544
EL NOGAL CAFÉ,Rionegro,Antioquia,Colombia," Restaurante, Café",6.15265,-75.3632055
El rincón de las delicias venezolanas,Rionegro,Antioquia,Colombia, Restaurante,6.1499062,-75.3929204
RESTAURANTE 2 ESQUINAS,Rionegro,Antioquia,Colombia, Restaurante,6.1513113,-75.3877223
Zutrans,Rionegro,Antioquia,Colombia," Sushi, Restaurante",6.1050899,-75.4196456
Asados Villa,Rionegro,Antioquia,Colombia, Restaurante,6.144837,-75.375085
Bc/Brasas de Colombia,Rionegro,Antioquia,Colombia, Restaurante,6.1476101,-75.386897
Popsy,Rionegro,Antioquia,Colombia, Restaurante,6.1490923,-75.377681
Consuelo M Ceballos os,Rionegro,Antioquia,Colombia, Restaurante,6.1490188,-75.3789523
Piccolo Llanogrande,Rionegro,Antioquia,Colombia, Restaurante,6.1244743,-75.4196342
Taberna y Restaurante Gabys,Rionegro,Antioquia,Colombia, Restaurante,6.129026,-75.380068
Paerez Montoya Rionegr,Rionegro,Antioquia,Colombia, Restaurante,6.1490188,-75.3789523
Alhambre Calambre,Rionegro,Antioquia,Colombia, Restaurante,6.1197486,-75.4329645
disfruta z k fruta,Rionegro,Antioquia,Colombia, Restaurante,6.1308507,-75.3803498
Piza Tio Ricardo,Rionegro,Antioquia,Colombia, Restaurante,6.1385291,-75.3850198
Hot-Wings,Rionegro,Antioquia,Colombia, Restaurante,6.1599635,-75.3702069
La Manteleria,Rionegro,Antioquia,Colombia, Restaurante,6.1188244,-75.4363747
Picolino Expres,Rionegro,Antioquia,Colombia, Restaurante,6.1464546,-75.3800574
Bar Ricuras Y Café,Rionegro,Antioquia,Colombia," Pub y bar, Café, Restaurante",6.1530379,-75.374829
Shanikar,Rionegro,Antioquia,Colombia," Comida rápida, Restaurante",6.1492656,-75.3860388
Amparo Rendón,Rionegro,Antioquia,Colombia, Restaurante,6.1552853,-75.3725042
Mundos Ribs,Rionegro,Antioquia,Colombia, Restaurante,6.1522694,-75.3710633
EL FARO,Rionegro,Antioquia,Colombia, Restaurante,6.1476054,-75.3732807
Kirrikiki,Rionegro,Antioquia,Colombia, Restaurante,6.152615,-75.3737738
Mezzaluna Cocina Natural,Rionegro,Antioquia,Colombia, Restaurante,6.1775749,-75.5862422
Amordiscos,Rionegro,Antioquia,Colombia, Restaurante,6.1724412,-75.5855777
Ricuras M&R,Rionegro,Antioquia,Colombia, Restaurante,6.1269013,-75.3820748
Bar El Palomar,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.606589,-75.9404171
Que Rico,Rionegro,Antioquia,Colombia, Restaurante,6.1468578,-75.3796381
Savanna Gourmet,Rionegro,Antioquia,Colombia, Restaurante,6.14726,-75.37954
Deli Reposteria,Rionegro,Antioquia,Colombia," Restaurante, Postres",6.1468493,-75.3785357
Taberna Bar Evocación,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.152094,-75.373861
Granero Familiar,Rionegro,Antioquia,Colombia, Restaurante,6.153478,-75.37514
Licorera Kr55b 22,Rionegro,Antioquia,Colombia, Restaurante,6.129262,-75.380753
Kaeiro lounge,Rionegro,Antioquia,Colombia, Restaurante,6.1310729,-75.380237
Bar San Remo,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.128585,-75.381186
Colom,Rionegro,Antioquia,Colombia, Restaurante,6.1490188,-75.3789523
San Joan Despi Barcelona,Rionegro,Antioquia,Colombia, Restaurante,6.15564,-75.373135
Restaurante Buen Apetito,Rionegro,Antioquia,Colombia, Restaurante,6.141344,-75.376998
Detalles Mariangel,Rionegro,Antioquia,Colombia, Restaurante,6.15458,-75.374965
Restaurante Danymar,Rionegro,Antioquia,Colombia, Restaurante,6.152081,-75.374171
Supermercado Merkemas Autoservicio,Rionegro,Antioquia,Colombia, Restaurante,6.153091,-75.37312
Restaurante Las Vegas,Rionegro,Antioquia,Colombia, Restaurante,6.1540359,-75.374184
Bar Nelcon,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.129481,-75.379983
Granos Y Legumbres Merkarlos,Rionegro,Antioquia,Colombia, Restaurante,6.151658,-75.3762239
Bar El Cantinazo,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.129713,-75.380431
Restaurante Fríjoles Y Pollo,Rionegro,Antioquia,Colombia, Restaurante,6.155646,-75.372071
Bar El Viejo Faro,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.152604,-75.373773
Agencia de Abarrotes San Francisco,Rionegro,Antioquia,Colombia, Restaurante,6.154456,-75.3724
Bar La Tertulia de La 47,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.151911,-75.376975
Bar Dolarex,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.15393,-75.3752389
Distribuidora de Carnes,Rionegro,Antioquia,Colombia, Restaurante,6.152563,-75.374818
Licorera Blue,Rionegro,Antioquia,Colombia, Restaurante,6.155572,-75.373672
Comidas Santo Sabor,Rionegro,Antioquia,Colombia, Restaurante,6.159906,-75.369467
Rancho Y Licores El Gran Colonial,Rionegro,Antioquia,Colombia, Restaurante,6.153255,-75.37264
Café Bar Añoranzas,Rionegro,Antioquia,Colombia," Pub y bar, Café, Restaurante",6.1545059,-75.374992
Bar Barra La Bonga,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.15471,-75.373612
Restaurante Guaraní,Rionegro,Antioquia,Colombia, Restaurante,6.156996,-75.370512
Bar Rinconcito Vallenato,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.154708,-75.373597
Bar El Viejo,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.154623,-75.373621
Bar Rocal,Rionegro,Antioquia,Colombia," Pub y bar, Restaurante",6.153706,-75.375335
Granero Ebejico Jf,Rionegro,Antioquia,Colombia, Restaurante,6.15979,-75.3695
Licorería Jarabe,Rionegro,Antioquia,Colombia, Restaurante,6.152216,-75.373598
Salento restaurante café,Rionegro,Antioquia,Colombia," Coffee houses, Café, Restaurante",6.1409828,-75.3772999
Restaurante La Estación - mercadito gourmet,Rionegro,Antioquia,Colombia, Restaurante,6.1535944,-75.3741878
Racler Llanogrande,Rionegro,Antioquia,Colombia, Restaurante,6.1252696,-75.4232153
Mi montañita,Rionegro,Antioquia,Colombia, Restaurante,6.153605,-75.3717125
Temaki,Rionegro,Antioquia,Colombia, Restaurante,6.1289053,-75.3800834
